codigo,descripcion
9310211030204,Rayos X de trompas de Falopio
9310211030205,Implantación o reemplazo de prótesis de trompa de Falopio
9310211030206,Salpingotomía
9310211030207,Salpingotomía laparoscópica
9310211030208,Liberación de la trompa de Falopio
9310211030209,Liberación laparoscópica de trompas de Falopio
9310211030210,Destrucción de lesión de trompa de Falopio
9310211030211,Destrucción laparoscópica de lesión de trompa de Falopio
9310211030212,Destrucción histeroscópica de lesión de trompa de Falopio
9310211030213,Drenaje de trompa de Falopio
9310211030214,Drenaje laparoscópico de trompas de Falopio
9310211030215,Extracción de cuerpo extraño de trompa de Falopio
9310211030216,Extracción laparoscópica de cuerpo extraño de trompa de Falopio
9310211030217,Escisión local de lesión de trompa de Falopio
9310211030218,Escisión laparoscópica de lesión de trompa de Falopio
9310211030219,Salpingectomía parcial
9310211030220,Salpingectomía parcial laparoscópica
9310211030221,Salpingectomía total
9310211030222,Salpingectomía total laparoscópica
9310211030223,Oclusión de trompas de Falopio
9310211030224,Oclusión laparoscópica de trompas de Falopio
9310211030225,Oclusión histeroscópica de trompas de Falopio
9310211030226,Salpingopexia
9310211030227,Salpingopexia laparoscópica
9310211030228,Dilatación de la trompa de Falopio
9310211030229,Dilatación laparoscópica de las trompas de Falopio
9310211030230,Procedimientos de transferencia reproductiva
9310211030231,Reparación de trompas de Falopio
9310211030232,Reparación laparoscópica de trompas de Falopio
9310211030233,Salpingoplastia
9310211030234,Salpingoplastia laparoscópica
9310211030301,Biopsia de útero
9310211030302,Biopsia laparoscópica del útero
9310211030303,Biopsia transvaginal del útero
9310211030304,Biopsia histeroscópica del útero
9310211030305,Examen digital del útero
9310211030306,Histeroscopía
9310211030307,Monitoreo de entrega
9310211030308,Radiografía del útero
9310211030309,Histerosalpingograma de contraste de gases
9310211030310,Ultrasonido del útero
9310211030311,Inseminación artificial
9310211030312,Taponamiento del útero
9310211030313,Inserción de dispositivo terapéutico en el útero
9310211030314,Histerotomía
9310211030315,Liberación de útero
9310211030316,Liberación transvaginal del útero
9310211030317,Liberación histeroscópica del útero
9310211030318,Destrucción del útero y estructuras de soporte
9310211030319,Destrucción laparoscópica de lesión o tejido del útero
9310211030320,Denervación uterina paracervical
9310211030321,Ablación endometrial
9310211030322,Drenaje del útero y estructuras circundantes
9310211030323,Drenaje laparoscópico del útero y las estructuras circundantes
9310211030324,Succión de legrado del útero
9310211030325,Drenaje histeroscópico del útero y estructuras circundantes
9310211030326,Drenaje percutáneo del útero y estructuras circundantes
9310211030327,Extracción de cuerpo extraño del útero
9310211030328,Extracción laparoscópica de cuerpo extraño del útero
9310211030329,Extracción transvaginal de cuerpo extraño del útero sin incisión
9310211030330,Extracción histeroscópica de cuerpo extraño del útero
9310211030331,Terminación del embarazo por histerotomía
9310211030332,Dilatación y legrado
9310211030333,Entrega por cesárea
9310211030334,Parto vaginal
9310211030335,Escisión local de lesión del útero
9310211030336,Escisión laparoscópica de lesión del útero
9310211030337,Escisión histeroscópica de lesión del útero
9310211030338,Histerectomía supracervical
9310211030339,Histerectomía supracervical laparoscópica
9310211030340,Histerectomía vaginal parcial
9310211030341,Escisión parcial histeroscópica del útero
9310211030342,Histerectomía supracervical asistida por laparoscopía
9310211030343,"Histerectomía abdominal total, n.c.p."
9310211030344,Histerectomía abdominal total laparoscópica
9310211030345,Histerectomía vaginal total
9310211030346,Histerectomía vaginal asistida por laparoscopía
9310211030347,Histerectomía abdominal radical
9310211030348,Histerectomía abdominal radical laparoscópica
9310211030349,Histerectomía vaginal radical
9310211030350,Histerectomía vaginal radical asistida por laparoscopía
9310211030351,Reemplazo de dispositivo interno del útero
9310211030352,Suspensión uterina
9310211030353,Suspensión uterina laparoscópica
9310211030354,Suspensión del ligamento uterosacro transvaginal
9310211030355,Corrección quirúrgica del útero invertido
9310211030356,Reemplazo manual del útero invertido
9310211030357,Reparación laparoscópica del útero
9310211030358,Reparación del útero
9310211030359,Reparación histeroscópica del útero
9310211030360,Reconstrucción del útero y estructuras circundantes
9310211030361,Reconstrucción laparoscópica del útero y las estructuras circundantes
9310211030362,Reconstrucción histeroscópica del útero y estructura circundante
9310211030363,"Inducción médica del parto, por orificio"
9310211030364,Inducción médica percutánea del parto
9310211030401,Biopsia cervical
9310211030402,Colposcopía
9310211030403,Frotis de papanicolaou cervical
9310211030404,Ultrasonido de cuello uterino
9310211030405,Incisión del cuello uterino
9310211030406,Destrucción de lesión o tejido del cuello uterino
9310211030407,Drenaje del cuello uterino
9310211030408,Aguja transvaginal del cuello uterino
9310211030409,Extracción de cuerpo extraño del cuello uterino
9310211030410,Escisión local de lesión o tejido cervical
9310211030411,Escisión parcial del cuello uterino
9310211030412,Escisión parcial transvaginal del cuello uterino
9310211030413,Amputación del cuello uterino
9310211030414,Amputación laparoscópica del cuello uterino
9310211030415,Amputación transvaginal del cuello uterino
9310211030416,Embalaje del canal cervical para el control del sangrado
9310211030417,Dilatación del canal cervical
9310211030418,Dilatación del canal cervical con inserción de dispositivo
9310211030419,Cerclaje transabdominal del cuello uterino
9310211030420,Otras reparaciones del os cervical interno
9310211030421,Reparación de fístula de cérvix
9310211030422,Otra reparación del cuello uterino
9310211030423,Reconstrucción del cuello uterino
9310211030424,Reconstrucción transvaginal del cuello uterino
9310211030501,Biopsia vaginal
9310211030502,Vaginoscopía
9310211030503,Vaginograma
9310211030504,Taponamiento de la vagina
9310211030505,Implantación de dispositivo interno de vagina
9310211030506,Vaginotomía
9310211030507,División del tabique vaginal
9310211030508,Liberación de la vagina
9310211030509,Destrucción endoscópica de lesión de vagina
9310211030510,Destrucción de lesión de vagina
9310211030511,Drenaje de la vagina
9310211030512,Drenaje transvaginal de la vagina
9310211030513,Culdocentesis
9310211030514,Extracción de cuerpo extraño de la vagina por vía abdominal
9310211030515,Extracción de cuerpo extraño de la vagina
9310211030516,Escisión local de lesión de vagina
9310211030517,Vaginectomía parcial
9310211030518,Himenectomía
9310211030519,"Vaginectomía total, abordaje abdominal"
9310211030520,"Vaginectomía total, abordaje transorifico"
9310211030521,Vaginectomía radical
9310211030522,Reemplazo y remodelación de dispositivo vaginal
9310211030523,Obliteración de bóveda vaginal
9310211030524,Suspensión vaginal y fijación
9310211030525,Suspensión y fijación vaginal laparoscópica
9310211030526,"Suspensión y fijación vaginal, abordaje vaginal"
9310211030527,Ampliación del introito de la vagina
9310211030528,Construcción vaginal
9310211030529,Reparación de la vagina
9310211030530,Reparación de la vagina por vía vaginal
9310211030531,"Reconstrucción vaginal, abordaje transabdominal"
9310211030532,Reconstrucción vaginal laparoscópica
9310211030533,Otra reconstrucción vaginal
9310211030601,Biopsia de vulva
9310211030602,Biopsia con aguja de la vulva
9310211030603,Otra incisión de la vulva
9310211030604,Liberación de la vulva
9310211030605,Destrucción de la vulva
9310211030606,Drenaje de vulva
9310211030607,Drenaje percutáneo de la vulva
9310211030608,Extracción de cuerpo extraño de vulva con incisión
9310211030609,Extracción de cuerpo extraño de vulva sin incisión
9310211030610,Escisión local de lesión o tejido de vulva
9310211030611,Vulvectomía parcial
9310211030612,Vulvectomía total
9310211030613,Vulvectomía radical
9310211030614,Amputación del clítoris
9310211030615,Construcción de genitales externos femeninos
9310211030616,Reparación de vulva
9310211030617,Reparación de vulva utilizando injerto u otro material sintético
9310211030701,Recolección de muestras de placenta para análisis
9310211030702,Muestra de vellosidades coriónicas
9310211030703,Amniocentesis
9310211030704,Exploración placentaria
9310211030705,Ultrasonido de placenta
9310211030706,Inyección o infusión en amnios
9310211030707,Inducción quirúrgica del parto
9310211030708,Destrucción endoscópica de vasos de placenta
9310211030709,"Drenaje del saco amniótico para disminuir el volumen de líquido, abordaje transcervical"
9310211030710,Drenaje percutáneo del saco amniótico para disminuir el volumen del líquido
9310211030711,"Drenaje del saco amniótico para disminuir el volumen de líquido, n.c.p."
9310211030712,Extracción manual de la placenta retenida
9310211030713,Obtención de sangre del cordón umbilical
9310211030714,Extirpación del cordón umbilical
9310211030715,Sujeción del cordón umbilical
9310211030716,Sustitución del cordón umbilical prolapso
9310211030717,Fórceps fallidos o extracción al vacío
9310211030801,Evaluación ecográfica para detección de anomalías fetales
9310211030802,Valoración de la estructura fetal o embrionaria
9310211030803,Ultrasonido para la medición del crecimiento fetal
9310211030804,Biopsia de estructuras fetales
9310211030805,Inspección transabdominal de estructuras fetales
9310211030806,Inspección transcervical de estructuras fetales
9310211030807,Inspección ecográfica de estructuras fetales
9310211030808,Muestreo vaginal de líquido amniótico
9310211030809,Monitorización fetal interna
9310211030810,Monitorización ecográfica de la estructura fetal
9310211030811,Ultrasonido de la estructura fetal
9310211030812,Inyección en feto o estructura embrionaria
9310211030813,Infusión fetal
9310211030814,Extirpación del embarazo ectópico
9310211030815,Extirpación laparoscópica del embarazo ectópico
9310211030816,Rotación del feto
9310211030817,Versión externa del feto
9310211030901,"Evaluación del sistema genital femenino, n.c.p."
9310211030902,Examen ginecológico interno
9310211030903,Examen ginecológico
9310211030904,Muestreo diagnóstico del sistema genital femenino
9310211030905,Radiografía de los órganos genitales femeninos
9310211030906,"Ultrasonido del tracto genital femenino, n.c.p."
9310211030907,"Extracción de cuerpo extraño del tracto genital femenino, n.c.p."
9310211040101,Evaluación de funciones genitourinarias y reproductivas
9310211040102,Prueba de funciones genitourinarias y reproductivas
9310211040103,Observación de funciones genitourinarias y reproductivas
9310211040104,Asistir y liderar ejercicios para funciones genitourinarias y reproductivas
9310211040105,Entrenamiento de funciones genitourinarias y reproductivas
9310211040106,Educación sobre funciones genitourinarias y reproductivas
9310211040107,Asesoramiento sobre funciones genitourinarias y reproductivas
9310211040108,Consejería para funciones genitourinarias y reproductivas
